Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
849,50.0,6.0,75,45600.0,2,3,3,2,1,1,1,5,3,3,1,2,6.0,8.0,1908.0,1997.0,2,2,16,16.0,4.0,0,3,3,1,3,3,4,6,0.0,6,0.0,907.0,907.0,2,3,2,1.0,1307.0,1051.0,0.0,2358.0,0.0,0.0,3.0,0.0,5,1,3,10.0,1,1.0,2,6,1908,3,2.0,360.0,4,3,1,486.0,40.0,0.0,0.0,175.0,0.0,5,5,6,0.0,9.0,2008.0,1,1,240000
850,80.0,6.0,80,9600.0,2,3,1,1,1,4,1,25,2,3,1,8,6.0,7.0,1976.0,1994.0,4,2,11,11.0,2.0,360,2,2,2,3,3,4,6,0.0,6,0.0,528.0,528.0,2,1,2,1.0,1094.0,761.0,0.0,1855.0,0.0,0.0,2.0,1.0,3,1,3,7.0,1,1.0,3,2,1976,2,2.0,512.0,3,3,1,113.0,100.0,0.0,0.0,0.0,0.0,5,5,6,0.0,8.0,2007.0,1,1,187000
851,120.0,8.0,36,4435.0,2,3,1,1,1,1,1,6,3,3,4,1,6.0,5.0,2003.0,2003.0,2,2,15,15.0,2.0,170,2,3,3,2,3,2,1,659.0,6,0.0,189.0,848.0,2,1,2,1.0,848.0,0.0,0.0,848.0,1.0,0.0,1.0,0.0,1,1,2,3.0,1,0.0,6,2,2003,1,2.0,420.0,3,3,1,140.0,0.0,0.0,0.0,0.0,0.0,5,5,6,0.0,11.0,2007.0,1,1,131500
852,120.0,6.0,NA,3196.0,2,3,1,1,1,1,1,1,3,3,4,1,8.0,5.0,2003.0,2003.0,2,2,15,15.0,2.0,40,2,3,3,2,3,1,6,0.0,6,0.0,1273.0,1273.0,2,1,2,1.0,1456.0,0.0,0.0,1456.0,0.0,0.0,2.0,0.0,2,1,2,7.0,1,1.0,3,2,2003,1,2.0,400.0,3,3,1,143.0,20.0,0.0,0.0,0.0,0.0,5,5,6,0.0,5.0,2006.0,1,1,215000
853,75.0,6.0,53,7128.0,2,3,1,1,1,1,1,7,3,3,1,6,7.0,5.0,1941.0,1950.0,2,2,9,9.0,4.0,0,3,2,2,3,3,4,4,364.0,6,0.0,554.0,918.0,2,2,2,1.0,918.0,728.0,0.0,1646.0,0.0,0.0,2.0,0.0,4,1,3,7.0,1,2.0,2,6,1941,3,1.0,240.0,3,3,1,0.0,0.0,0.0,0.0,126.0,0.0,5,2,6,0.0,8.0,2007.0,1,1,164000
854,80.0,6.0,NA,12095.0,2,3,2,1,1,2,1,13,3,3,1,8,6.0,6.0,1964.0,1964.0,2,2,9,7.0,2.0,115,3,2,2,3,3,1,4,564.0,6,0.0,563.0,1127.0,2,3,2,1.0,1445.0,0.0,0.0,1445.0,0.0,0.0,1.0,1.0,3,1,3,7.0,1,1.0,4,2,1964,2,2.0,645.0,3,3,1,180.0,0.0,0.0,0.0,0.0,0.0,5,2,6,0.0,8.0,2009.0,1,1,158000
855,20.0,6.0,102,17920.0,2,3,1,1,1,1,1,20,3,3,1,1,5.0,4.0,1955.0,1974.0,4,2,16,11.0,4.0,0,3,3,2,3,3,3,2,306.0,4,1085.0,372.0,1763.0,2,3,2,1.0,1779.0,0.0,0.0,1779.0,1.0,0.0,1.0,1.0,3,1,3,6.0,1,1.0,2,2,1955,3,2.0,454.0,3,3,1,0.0,418.0,0.0,0.0,312.0,0.0,5,5,6,0.0,7.0,2006.0,1,2,170000
856,20.0,6.0,NA,6897.0,2,3,2,1,1,2,1,20,3,3,1,1,5.0,8.0,1962.0,2010.0,2,2,7,7.0,4.0,0,3,2,2,3,3,4,2,659.0,6,0.0,381.0,1040.0,2,1,2,1.0,1040.0,0.0,0.0,1040.0,1.0,0.0,1.0,1.0,3,1,3,6.0,1,0.0,6,6,1962,3,1.0,260.0,3,3,1,0.0,104.0,0.0,0.0,0.0,0.0,5,5,6,0.0,4.0,2010.0,1,1,127000
857,80.0,6.0,NA,10970.0,2,3,2,4,1,1,2,6,3,3,1,8,6.0,6.0,1978.0,1978.0,2,2,11,7.0,4.0,0,3,3,2,2,2,1,1,505.0,5,435.0,0.0,940.0,2,3,2,1.0,1026.0,0.0,0.0,1026.0,1.0,0.0,1.0,0.0,3,1,3,5.0,1,0.0,6,6,1981,3,2.0,576.0,3,4,1,0.0,0.0,34.0,0.0,0.0,0.0,5,2,6,0.0,10.0,2008.0,1,1,147000
858,60.0,6.0,65,8125.0,2,3,1,1,1,1,1,9,3,3,1,4,6.0,5.0,1994.0,1995.0,2,2,7,7.0,4.0,0,3,3,3,2,3,4,6,0.0,6,0.0,702.0,702.0,2,2,2,1.0,702.0,779.0,0.0,1481.0,0.0,0.0,2.0,1.0,3,1,3,6.0,1,1.0,3,2,1994,1,2.0,343.0,3,3,1,0.0,36.0,0.0,0.0,0.0,0.0,5,5,6,0.0,3.0,2009.0,1,1,174000
859,20.0,6.0,80,10400.0,2,3,1,1,1,1,1,17,3,3,1,1,7.0,5.0,1976.0,1976.0,2,2,7,7.0,2.0,189,3,3,2,2,3,4,6,0.0,6,0.0,1090.0,1090.0,2,3,2,1.0,1370.0,0.0,0.0,1370.0,0.0,0.0,2.0,0.0,3,1,3,6.0,1,1.0,3,2,1976,2,2.0,479.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,2,6,0.0,6.0,2009.0,1,5,152000
860,60.0,6.0,NA,11029.0,2,3,2,1,1,2,1,17,7,3,1,4,6.0,7.0,1968.0,1984.0,2,2,7,7.0,2.0,220,3,3,2,3,3,3,3,619.0,6,0.0,435.0,1054.0,2,3,2,1.0,1512.0,1142.0,0.0,2654.0,1.0,0.0,2.0,1.0,4,1,2,9.0,1,1.0,2,2,1968,3,2.0,619.0,3,3,1,0.0,65.0,0.0,0.0,222.0,0.0,5,5,6,0.0,8.0,2006.0,1,1,250000
861,50.0,6.0,55,7642.0,2,3,1,1,1,2,1,7,3,3,1,2,7.0,8.0,1918.0,1998.0,2,2,16,16.0,4.0,0,2,3,1,3,3,4,6,0.0,6,0.0,912.0,912.0,2,2,2,1.0,912.0,514.0,0.0,1426.0,0.0,0.0,1.0,1.0,3,1,2,7.0,1,1.0,2,6,1925,3,1.0,216.0,3,3,1,0.0,240.0,0.0,0.0,0.0,0.0,5,1,6,0.0,6.0,2007.0,1,1,189950
862,190.0,6.0,75,11625.0,2,3,1,1,1,1,1,20,3,3,2,1,5.0,4.0,1965.0,1965.0,4,2,11,7.0,4.0,0,3,3,3,3,3,3,3,841.0,6,0.0,198.0,1039.0,2,1,2,1.0,1039.0,0.0,0.0,1039.0,1.0,0.0,1.0,1.0,3,1,3,6.0,1,0.0,6,2,1965,3,2.0,504.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,5,6,0.0,4.0,2010.0,1,1,131500
863,20.0,6.0,81,9672.0,2,3,1,1,1,2,1,21,3,3,1,1,6.0,5.0,1984.0,1985.0,4,2,7,11.0,4.0,0,3,3,3,2,3,4,1,338.0,6,0.0,702.0,1040.0,2,3,2,1.0,1097.0,0.0,0.0,1097.0,0.0,0.0,2.0,0.0,3,1,3,6.0,1,0.0,6,2,1986,3,2.0,480.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,1,6,0.0,5.0,2010.0,1,1,152000
864,20.0,6.0,70,7931.0,2,3,1,1,1,1,1,13,3,3,1,1,5.0,5.0,1959.0,1959.0,4,2,4,11.0,4.0,0,3,3,2,3,3,4,3,1148.0,6,0.0,0.0,1148.0,2,3,2,1.0,1148.0,0.0,0.0,1148.0,1.0,0.0,1.0,0.0,3,1,3,6.0,1,0.0,6,2,1959,3,1.0,672.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,1,6,0.0,7.0,2009.0,1,1,132500
865,20.0,3.0,72,8640.0,2,3,1,1,1,1,1,22,3,3,1,1,7.0,5.0,2007.0,2008.0,2,2,15,15.0,4.0,0,2,3,3,1,3,4,6,0.0,6,0.0,1372.0,1372.0,2,1,2,1.0,1372.0,0.0,0.0,1372.0,0.0,0.0,2.0,0.0,3,1,2,6.0,1,0.0,6,2,2008,1,2.0,529.0,3,3,1,0.0,140.0,0.0,0.0,0.0,0.0,5,5,6,0.0,5.0,2008.0,4,6,250580
866,20.0,6.0,NA,8750.0,2,3,2,1,1,1,1,13,3,3,1,1,5.0,6.0,1970.0,1970.0,2,2,9,9.0,2.0,76,3,3,2,3,3,4,3,828.0,6,0.0,174.0,1002.0,2,3,2,1.0,1002.0,0.0,0.0,1002.0,1.0,0.0,1.0,0.0,3,1,3,5.0,1,0.0,6,6,1973,3,2.0,902.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,2,6,0.0,8.0,2009.0,1,1,148500
867,20.0,6.0,67,10656.0,2,3,2,3,1,1,1,24,3,3,1,1,8.0,5.0,2006.0,2007.0,2,2,15,15.0,5.0,274,2,3,3,2,3,2,6,0.0,6,0.0,1638.0,1638.0,2,1,2,1.0,1646.0,0.0,0.0,1646.0,0.0,0.0,2.0,0.0,3,1,2,6.0,1,1.0,2,2,2007,2,3.0,870.0,3,3,1,192.0,80.0,0.0,0.0,0.0,0.0,5,5,6,0.0,11.0,2007.0,4,6,248900
868,20.0,6.0,85,6970.0,2,3,1,1,1,2,1,20,2,3,1,1,4.0,5.0,1961.0,1961.0,2,2,15,15.0,4.0,0,3,3,2,3,3,4,2,932.0,6,0.0,108.0,1040.0,2,3,2,1.0,1120.0,0.0,0.0,1120.0,1.0,0.0,1.0,1.0,3,1,4,5.0,1,0.0,6,2,1961,2,2.0,544.0,3,3,1,168.0,0.0,0.0,0.0,0.0,0.0,5,5,4,400.0,5.0,2007.0,1,1,129000
869,60.0,6.0,NA,14762.0,2,3,3,1,1,2,1,9,2,3,1,4,5.0,6.0,1948.0,1950.0,2,2,11,11.0,4.0,0,3,3,4,6,6,5,7,0.0,7,0.0,0.0,0.0,2,2,2,1.0,1547.0,720.0,53.0,2320.0,0.0,0.0,2.0,0.0,2,1,3,7.0,1,1.0,3,2,1979,3,2.0,672.0,3,3,2,120.0,144.0,0.0,0.0,0.0,0.0,5,5,6,0.0,5.0,2006.0,1,1,169000
870,60.0,6.0,80,9938.0,2,3,1,1,1,1,1,21,3,3,1,4,7.0,5.0,1993.0,1994.0,2,2,9,9.0,2.0,246,2,3,3,2,3,4,1,750.0,6,0.0,300.0,1050.0,2,1,2,1.0,1062.0,887.0,0.0,1949.0,1.0,0.0,2.0,1.0,3,1,2,8.0,1,1.0,3,2,1993,1,2.0,574.0,3,3,1,156.0,90.0,0.0,0.0,0.0,0.0,5,1,6,0.0,6.0,2010.0,1,1,236000
871,20.0,6.0,60,6600.0,2,3,1,1,1,1,1,13,6,3,1,1,5.0,5.0,1962.0,1962.0,4,2,9,9.0,4.0,0,3,3,2,3,3,4,6,0.0,6,0.0,894.0,894.0,2,2,1,1.0,894.0,0.0,0.0,894.0,0.0,0.0,1.0,0.0,2,1,3,5.0,1,0.0,6,6,1962,3,1.0,308.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,5,6,0.0,8.0,2009.0,1,1,109500
872,60.0,6.0,70,8750.0,2,3,1,1,1,1,1,6,3,3,1,4,6.0,5.0,1998.0,1998.0,2,2,15,15.0,2.0,116,3,3,3,2,3,4,1,505.0,6,0.0,299.0,804.0,2,1,2,1.0,804.0,878.0,0.0,1682.0,0.0,0.0,2.0,1.0,3,1,2,7.0,1,0.0,6,2,1998,2,2.0,523.0,3,3,1,0.0,77.0,0.0,0.0,0.0,0.0,5,5,6,0.0,6.0,2010.0,1,1,200500
873,20.0,6.0,74,8892.0,2,3,1,1,1,2,1,13,3,3,1,1,5.0,7.0,1953.0,1996.0,2,2,17,17.0,4.0,0,2,3,5,3,3,2,6,0.0,6,0.0,105.0,105.0,2,2,2,1.0,910.0,0.0,0.0,910.0,0.0,0.0,1.0,0.0,3,1,2,5.0,1,0.0,6,2,1953,3,2.0,414.0,3,3,1,196.0,0.0,150.0,0.0,0.0,0.0,5,3,6,0.0,10.0,2008.0,1,1,116000
874,40.0,6.0,60,12144.0,2,3,1,1,1,1,1,13,3,3,1,1,5.0,7.0,1949.0,1950.0,2,2,7,7.0,4.0,0,2,3,2,3,3,4,4,375.0,6,0.0,457.0,832.0,2,2,2,1.0,1036.0,0.0,232.0,1268.0,0.0,0.0,1.0,0.0,3,1,3,6.0,1,1.0,2,2,1949,3,1.0,288.0,3,3,1,0.0,28.0,0.0,0.0,0.0,0.0,5,5,3,0.0,9.0,2009.0,1,1,133000
875,50.0,8.0,52,5720.0,2,3,1,1,1,1,1,18,1,3,1,2,5.0,6.0,1941.0,1950.0,2,2,16,16.0,4.0,0,3,3,2,3,3,4,6,0.0,6,0.0,676.0,676.0,2,1,2,1.0,676.0,455.0,0.0,1131.0,0.0,0.0,1.0,1.0,3,1,3,5.0,1,0.0,6,6,1941,3,1.0,200.0,3,3,1,26.0,0.0,0.0,0.0,0.0,0.0,5,5,6,0.0,8.0,2009.0,1,2,66500
876,60.0,3.0,75,9000.0,2,3,1,1,1,1,1,22,3,3,1,4,8.0,5.0,2007.0,2007.0,2,2,6,6.0,4.0,0,2,3,3,2,3,2,1,64.0,6,0.0,1120.0,1184.0,2,1,2,1.0,1184.0,1426.0,0.0,2610.0,0.0,0.0,2.0,1.0,4,1,1,11.0,1,1.0,2,4,2007,1,2.0,550.0,3,3,1,208.0,364.0,0.0,0.0,0.0,0.0,5,5,6,0.0,8.0,2007.0,4,6,303477
877,20.0,6.0,94,25286.0,2,3,1,3,1,1,2,12,3,3,1,1,4.0,5.0,1963.0,1963.0,2,2,7,11.0,4.0,0,3,3,3,3,3,1,2,633.0,6,0.0,431.0,1064.0,2,2,2,1.0,1040.0,0.0,0.0,1040.0,1.0,0.0,1.0,0.0,3,1,3,5.0,1,0.0,6,2,1963,3,2.0,648.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,5,6,0.0,1.0,2007.0,1,1,132250
878,60.0,6.0,74,8834.0,2,3,1,1,1,1,1,16,3,3,1,4,9.0,5.0,2004.0,2005.0,4,2,15,15.0,5.0,216,2,3,3,1,3,4,1,1170.0,6,0.0,292.0,1462.0,2,1,2,1.0,1462.0,762.0,0.0,2224.0,1.0,0.0,2.0,1.0,4,1,1,10.0,1,1.0,2,2,2004,1,3.0,738.0,3,3,1,184.0,0.0,0.0,0.0,0.0,0.0,5,5,6,0.0,6.0,2009.0,1,1,350000
879,85.0,6.0,88,11782.0,2,3,2,1,1,1,1,20,3,3,1,7,5.0,7.0,1961.0,1995.0,2,2,7,7.0,4.0,0,3,3,2,3,3,2,2,899.0,6,0.0,210.0,1109.0,2,3,2,1.0,1155.0,0.0,0.0,1155.0,1.0,0.0,1.0,0.0,3,1,2,6.0,3,0.0,6,6,1987,3,2.0,576.0,3,3,1,192.0,0.0,0.0,0.0,0.0,0.0,5,2,4,400.0,6.0,2010.0,1,1,148000
880,20.0,6.0,NA,7000.0,2,3,2,1,1,3,1,6,3,3,1,1,5.0,8.0,1978.0,2005.0,2,2,15,15.0,2.0,90,2,2,2,3,3,4,2,646.0,6,0.0,218.0,864.0,2,1,2,1.0,864.0,0.0,0.0,864.0,1.0,0.0,1.0,0.0,3,1,3,6.0,1,0.0,6,2,1978,3,1.0,336.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,3,6,0.0,7.0,2009.0,1,1,136500
881,20.0,6.0,60,7024.0,2,3,1,1,1,1,1,8,3,3,1,1,5.0,5.0,2005.0,2006.0,2,2,15,15.0,4.0,0,3,3,3,1,2,4,2,980.0,6,0.0,110.0,1090.0,2,2,2,1.0,1090.0,0.0,0.0,1090.0,1.0,0.0,1.0,1.0,2,1,3,5.0,1,0.0,6,2,2005,1,2.0,450.0,3,3,1,0.0,49.0,0.0,0.0,0.0,0.0,5,5,6,0.0,6.0,2007.0,1,1,157000
882,50.0,6.0,44,13758.0,2,3,2,1,1,3,1,24,3,3,1,2,7.0,5.0,1990.0,1991.0,2,2,7,7.0,2.0,117,2,2,2,2,3,3,5,902.0,6,0.0,254.0,1156.0,2,1,2,1.0,1187.0,530.0,0.0,1717.0,0.0,0.0,2.0,1.0,3,1,2,7.0,1,1.0,3,2,1990,2,2.0,400.0,3,3,1,168.0,36.0,0.0,0.0,0.0,0.0,5,5,6,0.0,4.0,2007.0,1,1,187500
883,60.0,6.0,NA,9636.0,2,3,2,1,1,2,1,9,3,3,1,4,6.0,5.0,1992.0,1993.0,2,2,15,15.0,4.0,0,3,3,3,2,3,4,6,0.0,6,0.0,808.0,808.0,2,2,2,1.0,808.0,785.0,0.0,1593.0,0.0,0.0,2.0,1.0,3,1,3,7.0,1,1.0,3,4,1993,2,2.0,389.0,3,3,1,342.0,40.0,0.0,0.0,0.0,0.0,5,2,6,0.0,12.0,2009.0,1,1,178000
884,75.0,6.0,60,6204.0,2,3,1,2,1,1,1,19,3,3,1,5,4.0,5.0,1912.0,1950.0,2,2,16,16.0,4.0,0,2,3,3,3,4,4,6,0.0,6,0.0,795.0,795.0,2,3,1,1.0,954.0,795.0,481.0,2230.0,1.0,0.0,1.0,0.0,5,1,3,10.0,1,0.0,6,6,1997,3,1.0,440.0,3,2,1,0.0,188.0,0.0,0.0,0.0,0.0,5,5,6,0.0,3.0,2006.0,1,1,118500
885,20.0,6.0,65,7150.0,2,3,1,1,1,1,1,13,3,3,1,1,5.0,5.0,1967.0,1967.0,2,2,7,7.0,2.0,60,3,3,2,3,3,4,3,432.0,6,0.0,460.0,892.0,2,3,2,1.0,892.0,0.0,0.0,892.0,0.0,0.0,1.0,0.0,3,1,3,5.0,1,0.0,6,2,1967,2,1.0,288.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,3,6,0.0,7.0,2009.0,1,1,100000
886,120.0,3.0,50,5119.0,2,3,2,1,1,3,1,22,3,3,4,1,9.0,5.0,1999.0,2000.0,2,2,9,9.0,2.0,60,2,3,3,1,3,2,1,1238.0,6,0.0,460.0,1698.0,2,1,2,1.0,1709.0,0.0,0.0,1709.0,1.0,0.0,2.0,0.0,2,1,2,5.0,1,1.0,3,2,1999,1,2.0,506.0,3,3,1,97.0,65.0,0.0,0.0,0.0,0.0,5,5,6,0.0,1.0,2008.0,2,2,328900
887,90.0,6.0,70,8393.0,2,3,1,1,1,2,1,13,3,3,3,1,5.0,5.0,1959.0,2005.0,2,2,9,9.0,2.0,122,3,3,2,3,3,4,5,528.0,6,0.0,1098.0,1626.0,2,1,2,1.0,1712.0,0.0,0.0,1712.0,0.0,0.0,2.0,0.0,4,2,3,8.0,1,0.0,6,2,2005,1,2.0,588.0,3,3,1,272.0,54.0,0.0,0.0,0.0,0.0,5,5,6,0.0,6.0,2006.0,1,5,145000
888,50.0,6.0,59,16466.0,2,3,2,1,1,1,1,8,3,3,1,2,5.0,7.0,1955.0,1955.0,2,2,9,9.0,4.0,0,3,2,3,3,3,4,6,0.0,6,0.0,816.0,816.0,2,3,2,1.0,872.0,521.0,0.0,1393.0,0.0,0.0,1.0,1.0,3,1,3,8.0,1,0.0,6,2,1955,3,1.0,300.0,3,3,1,121.0,0.0,0.0,0.0,265.0,0.0,5,5,6,0.0,4.0,2008.0,1,1,135500
889,20.0,6.0,95,15865.0,2,3,2,1,1,1,2,13,3,3,1,1,8.0,6.0,1970.0,1970.0,1,6,16,16.0,4.0,0,2,2,3,3,2,1,2,351.0,4,823.0,1043.0,2217.0,2,1,2,1.0,2217.0,0.0,0.0,2217.0,1.0,0.0,2.0,0.0,4,1,2,8.0,1,1.0,3,2,1970,3,2.0,621.0,3,3,1,81.0,207.0,0.0,0.0,224.0,0.0,5,5,6,0.0,10.0,2007.0,1,1,268000
890,20.0,6.0,128,12160.0,2,3,1,1,1,1,1,13,2,3,1,1,6.0,4.0,1953.0,1953.0,4,2,16,16.0,2.0,90,3,3,2,3,3,4,3,1024.0,6,0.0,481.0,1505.0,2,1,2,1.0,1505.0,0.0,0.0,1505.0,1.0,0.0,1.0,0.0,2,1,3,6.0,1,1.0,3,2,1953,2,2.0,505.0,3,3,1,0.0,0.0,0.0,162.0,0.0,0.0,5,5,6,0.0,2.0,2009.0,1,1,149500
891,50.0,6.0,60,8064.0,2,3,1,1,1,2,1,13,1,3,1,2,5.0,7.0,1949.0,2006.0,2,2,9,9.0,4.0,0,3,2,2,3,3,3,6,0.0,6,0.0,672.0,672.0,2,1,2,1.0,672.0,252.0,0.0,924.0,0.0,0.0,1.0,0.0,3,1,3,6.0,1,1.0,5,6,2003,3,2.0,576.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,2,4,2000.0,7.0,2007.0,1,1,122900
892,60.0,6.0,70,11184.0,2,3,1,1,1,1,1,20,3,3,1,4,6.0,5.0,1978.0,1978.0,4,2,7,7.0,2.0,92,3,3,2,3,3,4,5,226.0,4,500.0,192.0,918.0,2,2,2,1.0,918.0,765.0,0.0,1683.0,0.0,0.0,2.0,1.0,3,1,3,7.0,1,1.0,3,2,1978,2,2.0,440.0,3,3,1,243.0,0.0,0.0,0.0,0.0,0.0,5,5,6,0.0,7.0,2009.0,1,1,172500
893,20.0,6.0,70,8414.0,2,3,1,1,1,1,1,20,3,3,1,1,6.0,8.0,1963.0,2003.0,4,2,7,7.0,4.0,0,3,3,2,3,3,4,1,663.0,6,0.0,396.0,1059.0,2,3,2,1.0,1068.0,0.0,0.0,1068.0,0.0,1.0,1.0,0.0,3,1,3,6.0,1,0.0,6,2,1963,2,1.0,264.0,3,3,1,192.0,0.0,0.0,0.0,0.0,0.0,5,2,6,0.0,2.0,2006.0,1,1,154500
894,20.0,6.0,NA,13284.0,2,3,1,1,1,1,1,20,6,3,1,1,5.0,5.0,1954.0,1954.0,2,2,16,11.0,4.0,0,3,3,3,2,3,3,3,1064.0,6,0.0,319.0,1383.0,2,3,2,1.0,1383.0,0.0,0.0,1383.0,1.0,0.0,1.0,0.0,3,1,3,6.0,1,1.0,2,2,1954,3,1.0,354.0,3,3,1,511.0,116.0,0.0,0.0,0.0,0.0,5,1,6,0.0,6.0,2008.0,1,1,165000
895,90.0,6.0,64,7018.0,2,3,1,2,1,1,1,21,3,3,3,1,5.0,5.0,1979.0,1979.0,2,2,11,11.0,4.0,0,3,3,4,6,6,5,7,0.0,7,0.0,0.0,0.0,2,3,2,1.0,1535.0,0.0,0.0,1535.0,0.0,0.0,2.0,0.0,4,2,3,8.0,1,0.0,6,2,1979,3,2.0,400.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,5,6,0.0,6.0,2009.0,1,4,118858
896,60.0,6.0,71,7056.0,2,3,1,1,1,1,1,13,3,3,1,4,6.0,5.0,1963.0,1963.0,4,2,7,7.0,2.0,415,3,3,2,3,3,4,3,400.0,6,0.0,380.0,780.0,2,3,2,1.0,983.0,813.0,0.0,1796.0,1.0,0.0,1.0,1.0,4,1,3,8.0,1,1.0,3,2,1963,2,2.0,483.0,3,3,1,0.0,50.0,0.0,0.0,0.0,0.0,5,5,6,0.0,10.0,2008.0,1,1,140000
897,30.0,8.0,50,8765.0,2,1,1,1,1,1,1,10,3,3,1,1,4.0,6.0,1936.0,1950.0,2,2,16,16.0,4.0,0,3,3,1,3,3,4,2,285.0,6,0.0,666.0,951.0,2,1,1,1.0,951.0,0.0,0.0,951.0,0.0,0.0,1.0,0.0,2,1,3,6.0,1,0.0,6,6,1936,3,1.0,327.0,3,3,1,0.0,28.0,0.0,0.0,0.0,0.0,5,5,6,0.0,4.0,2006.0,1,2,106500
898,90.0,6.0,64,7018.0,2,3,1,1,1,1,1,21,2,3,3,4,5.0,5.0,1979.0,1979.0,2,2,11,11.0,4.0,0,3,3,4,6,6,5,7,0.0,7,0.0,0.0,0.0,2,3,2,1.0,1120.0,1120.0,0.0,2240.0,0.0,0.0,2.0,0.0,6,2,3,12.0,1,0.0,6,6,1979,3,2.0,528.0,3,3,1,154.0,0.0,0.0,0.0,0.0,0.0,5,5,6,0.0,6.0,2009.0,1,4,142953
899,20.0,6.0,100,12919.0,2,3,2,1,1,1,1,16,3,3,1,1,9.0,5.0,2009.0,2010.0,4,2,15,15.0,5.0,760,1,3,3,1,3,1,1,2188.0,6,0.0,142.0,2330.0,2,1,2,1.0,2364.0,0.0,0.0,2364.0,1.0,0.0,2.0,1.0,2,1,1,11.0,1,2.0,2,2,2009,1,3.0,820.0,3,3,1,0.0,67.0,0.0,0.0,0.0,0.0,5,5,6,0.0,3.0,2010.0,4,6,611657
900,20.0,6.0,65,6993.0,2,3,1,1,1,1,1,20,2,3,1,1,5.0,7.0,1961.0,1994.0,2,2,7,11.0,4.0,0,3,3,2,3,3,4,3,465.0,6,0.0,447.0,912.0,2,3,2,1.0,1236.0,0.0,0.0,1236.0,0.0,0.0,1.0,0.0,3,1,3,6.0,1,1.0,3,2,1961,3,1.0,288.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,5,6,0.0,6.0,2006.0,1,1,135000
901,20.0,6.0,NA,7340.0,2,3,2,1,1,1,1,13,3,3,1,1,4.0,6.0,1971.0,1971.0,2,2,7,7.0,4.0,0,3,3,2,3,3,4,2,322.0,6,0.0,536.0,858.0,2,3,2,1.0,858.0,0.0,0.0,858.0,0.0,0.0,1.0,0.0,2,1,3,4.0,1,0.0,6,6,1979,3,1.0,684.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,5,6,0.0,6.0,2007.0,1,1,110000
902,20.0,6.0,64,8712.0,2,3,2,1,1,1,1,13,3,3,1,1,5.0,7.0,1957.0,2000.0,4,2,9,9.0,4.0,0,3,2,2,3,3,3,3,860.0,6,0.0,132.0,992.0,2,3,2,1.0,1306.0,0.0,0.0,1306.0,1.0,0.0,1.0,0.0,2,1,3,5.0,1,0.0,6,6,1968,3,1.0,756.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,5,6,0.0,5.0,2009.0,1,1,153000
903,60.0,6.0,63,7875.0,2,3,1,1,1,1,1,9,3,3,1,4,7.0,5.0,2003.0,2003.0,2,2,15,15.0,4.0,0,2,3,3,2,3,4,6,0.0,6,0.0,783.0,783.0,2,1,2,1.0,807.0,702.0,0.0,1509.0,0.0,0.0,2.0,1.0,3,1,2,8.0,1,1.0,2,2,2003,1,2.0,393.0,3,3,1,0.0,75.0,0.0,0.0,0.0,0.0,5,5,6,0.0,7.0,2006.0,1,1,180000
